Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,Latitude,Longitude,Nearby Hotels,Nearby Restaurants,Nearby Attractions,Nearby Shopping Centers
Western,Maharastra,Kolhapur,Mahalakshmi Temple,Temple,700,1,4.8,0,Yes,Open All Days,Religious,No,0.9,All,16.6948626,74.222803,"['Itsy Hotels Ranjeet (Rating: 3.8, Reviews: 607, Address: P62V+8GX, 8GX, Major Satyajit Shinde Path, Mali Colony, Rajarampuri, Kolhapur)', 'Mokashi Building (Rating: 1, Reviews: 1, Address: Bhavani Mandap, C Ward, Kolhapur)', 'SPOT ON 40660 Hotel Raj (Rating: 1, Reviews: 1, Address: 125 125, C ward, Laxmipuri, Kolhapur)']","['Hotel Subraya (Rating: 3.3, Reviews: 470, Address: P63R+HJ7, Railway Colony, New Shahupuri, Kolhapur)', 'Hotel Opal (Rating: 4, Reviews: 7272, Address: near Tararani Chowk Besides Hotel SAYAJI, 2104-16A, E Ward, Old Pune-Bangalore Road Opp. MAI Hyundai Showroom, near Tararani Chowk Besides Hotel SAYAJI, Kolhapur)', 'Regenta Place Raysons, Kolhapur (Rating: 4, Reviews: 3151, Address: near S.T Stand, 204, E Ward, New Shahupuri, Kolhapur)']","['Devraj Boating Club (Rating: 4, Reviews: 680, Address: 1, Ambai Tank, Ambai Tank Area, Hari Om Nagar, Kolhapur)', 'Chhattrapati Shahu Maharaj Rajmahal, Kolhapur (Rating: 4.7, Reviews: 1099, Address: M6VF+QM6, Wangi Bol, C Ward, Kolhapur)', 'Shri Binkhambi Ganesh Mandir (Rating: 4.6, Reviews: 2058, Address: M6VF+84C, Sawarkar Marg, Kolhapur)']","[""R. D. JAGTAP & SON'S Pvt Ltd KOLHAPUR (Rating: 3.6, Reviews: 14, Address: 1. BRANCH ADD - 49/K LAXMI PLAZA, FIRST FLOOR Near Kasba Gate, Mahadwar Road, Kolhapur)"", 'Shree Samarth It Empire (Rating: 4.3, Reviews: 3, Address: near Patki Hospital | Best IVF Center in Kolhapur Maharashtra | Dr. Satish Patki - Best Gynaecologist & Fertility Specialist, 3rd Lane, Shahupuri, Kolhapur)', 'Max (Rating: 4, Reviews: 1522, Address: Ground & 1st Floor, Anant Towers, near Metro Shoes, Rajarampuri Main Road, Kolhapur)']"
Western,Maharastra,Lonavala,Karla Caves,Cave,200,1.5,4.4,25,Yes,Yes,Historical,Yes,0.27,Afternoon,18.7832762,73.4704426,"['Hotel Sainiwas (Rating: 4, Reviews: 567, Address: Toll Plaza, Old Mumbai - Pune Highway, Lonavala)', 'Hill View Villa (Rating: 3.8, Reviews: 15, Address: Sapphire Green, Near Manshanti, Next To Toll Plaza, Varsoli, Lonavala Maharashtra 410405 Lonavala, Maharashtra 410405, Lonavala)', 'MTDC Karla (Rating: 3.9, Reviews: 3186, Address: Road, Lonavala)']","['Treasure Island Resort (Rating: 4, Reviews: 3808, Address: near MTDC, Gut 113, Old Mumbai - Pune Highway, Karla)', 'Collection O 85518 Hotel Gulab Paradise (Rating: 3.9, Reviews: 126, Address: near durga parmeshwar mandir, Karla phata, near durga parmeshwar mandir, Old Mumbai - Pune Highway, Lonavala)', 'Sheetal Dhaba (Rating: 3.8, Reviews: 5557, Address: Old Mumbai - Pune Highway, Maval, Lonavala)']","['Karla Caves (Rating: 4.4, Reviews: 28643, Address: QFMC+858, Karla, एकवीरा देवी रोड, Lonavala)', 'Caves View Point (Rating: 4.4, Reviews: 5, Address: QFMC+75G)', 'Aadishakti aai Ekvira Devi Temple (Rating: 4.7, Reviews: 25833, Address: Ekvira Devi Road, Karla)']","['Khandelwal Gen. Stores And TAXI SERVICE..VILLA ON RENT (Rating: N/A, Reviews: 0, Address: Near, Bhaje Road, railway station, Malavli)']"
Western,Maharashtra,Tarkarli,Tarkarli Beach,Beach,Unknown,2,4.6,0,No,Open All Days,Recreational,Yes,0.065,Evening,16.0465772,73.4834776,"['Exotic Home Stay - Malvan (Rating: 4.8, Reviews: 12, Address: Kolambkars Bungalow, Dhuri Wada, Chivla Beach Road, Malvan)', 'Standard AC room accommodation in a resort (Rating: N/A, Reviews: 0, Address: 2F8X+PX7, Unnamed Road, Devli)', 'Arabian Sea Homestay and Scuba (Rating: N/A, Reviews: 0, Address: near MTDC, Tarkarli Beach, Malvan)']","['Hotel In Malvan (Marine High Homestay) (Rating: 4.1, Reviews: 12, Address: near Petrol Pump, Opposite Malvan Bus Stand,Near Lic Office, near Petrol Pump, Malvan)', 'Rapan Experiences (Rating: 4.4, Reviews: 88, Address: Waradkar wadi, Wayari)', 'Rudaksh Beach Resort Malvan, Wairy, Tarkarli (Rating: 4.9, Reviews: 200, Address: Wairy Bhutnath, near Wairy Beach, Tarkarli)']","['Sindhudurg Fort Ferry (Rating: 4.3, Reviews: 3805, Address: 3F37+VQJ, Doctor Ballav Marg, Malvan)', 'Atithi Homestay (Rating: 3.5, Reviews: 2, Address: Kumbharmath talathi of office near malvan , sindhudurg, Malvan)', 'Tarkarli Beach (Rating: 4.6, Reviews: 56, Address: 2FWM+J9Q, Wairy-Bandh, Tarkarli-Devbag, Road, Tarkarli)']","['Bandekar Cashew (Rating: 4.3, Reviews: 38, Address: 2640, Bharad, 2572, Late Shri Babi Hadkar Marg, Revtale, Malvan)', 'Yojak Kokan Meva (Rating: 3.1, Reviews: 8, Address: Chaitanya, House No 541, Bharad Naka , Near Hotel, Malvan)', 'R K Electronics & Computer Shopee (Rating: 4.9, Reviews: 55, Address: Somwar Peth Malvan, Malvan)']"
Western,Maharashtra,Satara,Kaas Plateau,Valley,Unknown,2,4.4,300,No,Open All Days,Nature,Yes,0.05,Afternoon,17.7208314,73.8237159,"['Heritagewadi (Rating: 4.1, Reviews: 2443, Address: Kaas Road, Atali)', 'Hotel Sahydri Pushpa (Rating: 4.2, Reviews: 105, Address: Kaas Road)', 'Kas Talav kasidiv Vdapav Centre (Rating: 4.2, Reviews: 52, Address: Kas - Mahabaleshwar Road, Yekiv)']","['Heritagewadi (Rating: 4.1, Reviews: 2443, Address: Kaas Road, Atali)', 'Hotel Sahydri Pushpa (Rating: 4.2, Reviews: 105, Address: Kaas Road)', 'Kaasai Resort (Rating: 4, Reviews: 457, Address: New Kaas Lake Road, Kas)']","['Vajrai Waterfall (Rating: 4.6, Reviews: 934, Address: PR58+C2X, Satara District, Kas-Bamnoli Road, Kas)', 'कास पठार (Rating: 4.4, Reviews: 1318, Address: Kaas Road, Satara)', 'Kaas lake- Kumudini Talav (Rating: 4.4, Reviews: 411, Address: Plateau of Flowers, Kas)']",[]
Western,Maharashtra,Matheran,Echo Point,Viewpoint,1828,1.5,4.4,0,Yes,Open All Days,Nature,Yes,0.02,Morning,18.9862885,73.261103,"['Alexander Heritage And Rainforest Resort (Rating: 4.3, Reviews: 2405, Address: Plot 99, Matheran)', 'Matheran Bungalow (Rating: 3.3, Reviews: 43, Address: BP192, Ekvira Sadan, Sant Ghadge Maharaj Road, Shivaji Nagar, Matheran)', 'Usha Ascot (Rating: 4.1, Reviews: 1498, Address: Eco-sensitive Hill Station, MG Road, Matheran)']","['Radha Cottage Heritage Resort (Rating: 4.5, Reviews: 594, Address: Pandey Road, Tal. Karjat, Dist, Matheran)', 'Spring Wood Heritage (Rating: 3.9, Reviews: 651, Address: near Neharu Bhavan, 46, Kasturba Road, near Neharu Bhavan, Neral - Matheran Road, Matheran)', 'The Wayside Inn (Rating: 3.8, Reviews: 1076, Address: M.G Road Neral - Matheran Rd, Main, road, Matheran)']","['One Tree Hill Point (Rating: 4.5, Reviews: 1127, Address: X777+53W, Matheran)', 'Echo Point (Rating: 4.3, Reviews: 9135, Address: X7P6+GC9, Matheran)', 'Matheran Shiv Mandir (Rating: 4.2, Reviews: 55, Address: Alexander Point, Trail, Matheran)']","['Shoe Shines Classy Leather Boutique (Rating: 4.7, Reviews: 55, Address: near Ram Mandir, MG Road, Matheran)', 'R C Shah Store (Rating: N/A, Reviews: 0, Address: X7QC+M72, Matheran)']"
Western,Maharashtra,Ajanta,Ellora Caves,Cave,600,3,4.7,30,Yes,Tuesday,Historical,Yes,0.49,Afternoon,20.5329315,75.7502314,"['Hotel jagdish mawad (Rating: 1, Reviews: 1, Address: Ajanta)', 'Mr Vijay Vaman Pava (Rating: N/A, Reviews: 0, Address: Shop No 1Ajanta, Aurangabad)', 'YADGAR HOTEL (Rating: N/A, Reviews: 0, Address: near Gandhi Chowk, Shop No1 Ajanta, near Gandhi Chowk, Aurangabad)']","['Radha Krishna bhojnalaya (Rating: 4.7, Reviews: 3, Address: Ajanta)', 'Sagar hotel family retaurant (Rating: N/A, Reviews: 0, Address: GQM2+53H, Ajanta)', 'Hotel Diamond Family Restaurant (Rating: 5, Reviews: 1, Address: Jalgaon Highway, Ajanta)']","['Ajanta Caves (Rating: 4.6, Reviews: 24073, Address: Maharashtra)', 'Chhatrapati Shivaji Maharaj chowk (Rating: 5, Reviews: 2, Address: GQJ3+P4W, Ajanta)', 'Ajanta wagur Nadi (Rating: 2, Reviews: 1, Address: GPGW+MX8, Ajara)']","['Asha Garnalstor (Rating: 5, Reviews: 1, Address: Ajanta)']"
Central,Madhya Pradesh,Khajuraho,Khajuraho Group of Monuments,Temples,-850,2,4.7,40,No,Open All Days,Cultural,Yes,0.09,Afternoon,24.8544638,79.9211636,"['The LaLiT Temple View Khajuraho (Rating: 4.5, Reviews: 1058, Address: Opposite Circuit House, Sevagram, Khajuraho)', 'EuroStar Inn (Rating: 3.4, Reviews: 320, Address: near HP Petrol pump, Main temple road, near HP Petrol pump, Khajuraho Airport Road, Khajuraho)', 'Hotel isabel Palace, Khajuraho (Rating: 4.1, Reviews: 497, Address: Khajuraho Airport Road, Khajuraho)']","['Hotel isabel Palace, Khajuraho (Rating: 4.1, Reviews: 497, Address: Khajuraho Airport Road, Khajuraho)', 'HOTEL HARMONY, KHAJURAHO (Rating: 4.1, Reviews: 588, Address: Jain, Dulhadev Temple Road, Khajuraho)', 'Clarks Khajuraho (Rating: 4.2, Reviews: 2011, Address: Bamitha Road, Khajuraho)']","['Varaha Temple (Rating: 4.6, Reviews: 141, Address: VW2C+RWF, Rajnagar Road, Sevagram, Khajuraho)', 'Khajuraho Temple (Rating: 4.7, Reviews: 8652, Address: Airport Area, Khajuraho)', 'Khajuraho Western Group of Temples (Rating: 4.7, Reviews: 7221, Address: Sevagram, Khajuraho)']","['Karan Jewellers & Handicraft (Rating: 4.9, Reviews: 49, Address: Gandhi Square, Jain, Dulhadev Temple Road, Khajuraho)', 'Kuber (Rating: 4.4, Reviews: 136, Address: Gandhi square, A-3, Jain Mandir Road, Khajuraho)', 'Ganpati Palace (Rating: 4, Reviews: 41, Address: near Dulha Deo Circle, Jain, Dulhadev Temple Road, Khajuraho)']"
Central,Madhya Pradesh,Bhopal,Sanchi Stupa,Monument,-300,1.5,4.7,30,Yes,Open All Days,Historical,Yes,0.01,Afternoon,23.2599333,77.412615,"['Courtyard by Marriott Bhopal (Rating: 4.4, Reviews: 9274, Address: Dainik Bhaskar Mall, Arera Hills, Bhopal)', 'Jehan Numa Palace Hotel (Rating: 4.5, Reviews: 10630, Address: 157, Shyamla Hills Road, Bhopal)', 'SPOT ON 63658 Shukla Lodge (Rating: 5, Reviews: 1, Address: 2, Vardhman City plaza, Hamidia Road, Ibrahimganj, Bhopal)']","['Hotel Rajhans Regent (Rating: 4, Reviews: 5027, Address: near Chetak Bridge, Plot No 14-15 Inter State Bus Terminal, near Chetak Bridge, behind Nexa Showroom, ISBT, Commercial Area, ISBT, Bhopal)', 'Grand Ashirwad Beacon Hotel, Bhopal (Rating: 3.9, Reviews: 1479, Address: 28, ISBT Commercial Campus, Near, Chetak Bridge, Bhopal)', 'Hotel Pisals (Rating: 4, Reviews: 298, Address: 29 New Market, Malviya Nagar, Bhopal)']","['Moti Mahal (Rating: 4, Reviews: 15, Address: 794W+GW3, Sultania Road, Nakkar Khana, Peer Gate Area, Bhopal)', 'Bharat Bhawan Guest House (Rating: 3.9, Reviews: 91, Address: 6CW2+87F, Professors Colony, Bhopal)', 'Regional Science Center (Rating: 4.4, Reviews: 3446, Address: Banganga Road, Shymala Hills, Bhopal)']","['Rathore Swadeshi Seva Kendra Lalit Rathore (Rating: 5, Reviews: 1, Address: 40,C/O Lalit Rathore Near laxmi Ganj Mandi, Raisen Road, Barkhedi, Junior LIG Colony, Bhopal)', 'Bhopal Shoppix (Rating: 4, Reviews: 31, Address: 7C43+F4H, Marvadi Road, Kotwali, Ibrahimpura, Budhwara, Bhopal)', 'Patanjali Chikitsalay (Rating: 3.8, Reviews: 42, Address: Sharma Building, near Nadra Bus Stand, Hamidia Road, Bhopal)']"
Central,Madhya Pradesh,Indore,Rajwada Palace,Palace,1747,1,4.4,10,Yes,Open All Days,Historical,Yes,0.63,Afternoon,22.7184145,75.8551812,"['HRJ Sarovar Portico, Indore (Rating: 4.2, Reviews: 1215, Address: Plot No 562, Mahatma Gandhi Road, Seeta Bagh Colony, Indore)', 'Ginger Indore (Rating: 3.9, Reviews: 4328, Address: near Shaniwar Darpan, AB Road, Choti Khajrani, Indore)', 'Hotel Winway (Rating: 4.1, Reviews: 1907, Address: 164, near Madhumilan Square, 1, RNT Marg, South Tukoganj, Indore)']","['Lemon Tree Hotel, Indore (Rating: 4, Reviews: 4920, Address: 3, RNT Marg, Indore)', 'JMC Hotel S Grande (Rating: 4.6, Reviews: 2582, Address: 160/3, Pipliya Rao, Vishnupuir IBus Stop, AB Road, Indrapuri Colony, Bhanwar Kuwa, Indore)', 'Pizza Hut | Treasure Island Mall, Indore (Rating: 4.5, Reviews: 202, Address: No F13, Treasure Island Mall, 13A & 11, Mahatma Gandhi Road, South Tukoganj, Indore)']","['Krishna Pura Chhatri, Indore (Rating: 4.2, Reviews: 4632, Address: PV95+G66, Mahatma Gandhi Road, Rajwada, Maharaja Tukoji Rao Holker Cloth Market, Indore)', 'Musical Fountain (Rating: 3.4, Reviews: 50, Address: MVG5+P33, Indore)', 'White Church (Indore) (Rating: 4.2, Reviews: 783, Address: Pipliyahana Road, White Church Colony, Indore)']","['Treasure Island Mall (TI Mall) (Rating: 4.3, Reviews: 35334, Address: 11, Mahatma Gandhi Road, South Tukoganj, Indore)', 'Ferro Chem India (Rating: 4.3, Reviews: 4, Address: 11, Old Agarwal Nagar, Indore)', 'Glace (Rating: 4.6, Reviews: 124, Address: Glace,88, Behind Kaanch Mandir, Naliya Bakhal, Indore)']"
Central,Madhya Pradesh,Gwalior,Gwalior Fort,Fort,900,2.5,4.5,75,Yes,Open All Days,Historical,Yes,0.4,Morning,26.221761,78.1664189,"['Taj Usha Kiran Palace, Gwalior (Rating: 4.4, Reviews: 2666, Address: near Saraswati Shishu Mandir, Jayendraganj, Lashkar, Gwalior)', 'Hotel Grace (Rating: 4, Reviews: 1005, Address: 40, Manik Vilas Colony, Lashkar, Gwalior)', 'Deo Bagh - 17th Century, Gwalior (Rating: 4.4, Reviews: 682, Address: opp. janaktal, deo bagh, opp. janaktal, Agra National Hwy, Bahodapur, koti, Mumbai)']","['Hotel Landmark, Gwalior (Rating: 4, Reviews: 2852, Address: near Railway Station, 47, Jhansi Road, Manik Vilas Colony, Gwalior)', 'The Central Park Hotel (Rating: 4, Reviews: 4006, Address: opp. Vishal Mega mart, Madhav Rao Scindia Marg, City Center, Mahalgaon, Gwalior)', 'Hotel Silver Oak (Rating: 3.6, Reviews: 1256, Address: City Centre, Patel Nagar, Gwalior)']","['Sahastrbahu Twin Temples (Rating: 4.5, Reviews: 2412, Address: 65FC+F46, Fort Campus, Near Post Office)', 'Gwalior Fort (Rating: 4.5, Reviews: 42072, Address: Gwalior)', 'Gwalior Zoo (Rating: 4.1, Reviews: 8730, Address: 6559+XPX, Italian Garden Road, Phool Bagh Road, Lashkar, Gwalior)']","['TRENDS (Rating: 4, Reviews: 150, Address: Maharani Laxmibai Marg, Lashkar, Gwalior)', 'The Central Mall (Rating: 3.7, Reviews: 896, Address: 55X7+MPC, Sanatan Dharam Mandir Road, Gwalior)', 'Astrohcjain (Rating: 3.6, Reviews: 157, Address: Cosmo Tower, Janak Ganj Road, Bakshi Ki Goth, Gwalior)']"
Central,Madhya Pradesh,Ujjain,Mahakaleshwar Jyotirlinga,Temple,-3500,1.5,4.8,0,Yes,Open All Days,Religious,No,1.2,All,23.1828736,75.7682321,"['SPOT ON 69320 Hotel New Neha Palace (Rating: N/A, Reviews: 0, Address: mahakal chouraha, Ahilya Bai Marg, Jaisinghpura, Ujjain)', 'Collection O 13531 Hotel Sundaram (Rating: 3.4, Reviews: 329, Address: 2, 2E, Ujjain - Indore Road, Gate, Ujjain)', 'Exotic Pool View Studio in Colva, Goa (Rating: N/A, Reviews: 0, Address: 1, Vikram Marg, Freeganj, Ujjain)']","['Hotel RamaKrishna, Ujjain (Rating: 4.1, Reviews: 873, Address: opposite Railway Station, 27, Subhash Marg, सुभाष नगर, उज्जैन)', 'Shree Ganga, Freeganj (Rating: 4.2, Reviews: 5139, Address: No-50, 1, Amar Singh Marg, Freeganj, Madhav Nagar, Ujjain)', 'Apna Sweets (Rating: 3.6, Reviews: 964, Address: 3, Mahakal Marg, Jaisinghpura, Ujjain)']","['Chamunda Mata Mandir (Rating: 4.6, Reviews: 1280, Address: 5QMM+822, Dabari Pitha, Ujjain)', 'Shri Mahakaleshwar Jyotirlinga Temple (Rating: 4.8, Reviews: 146836, Address: inside Mahankal Mandir, Jaisinghpura, Ujjain)', 'Nagchandreshwar Mandir (Rating: 4.6, Reviews: 271, Address: mahakaaleshwar jyotirling, Ujjain)']","['Pakiza Retail Pvt Ltd Ujjain (Rating: 4.7, Reviews: 6911, Address: Near Tower Square, Freeganj, Ujjain)', 'Simhasth mela entertainment & food zone (Rating: 4.4, Reviews: 12, Address: 23°10\'59.0""N 75°45\'52.0""E)', 'OnlineAgarbatti.in (Rating: 4.2, Reviews: 11, Address: 115 jyotikalash, Daulat Ganj, Ujjain)']"
Central,Madhya Pradesh,Jabalpur,Dhuandhar Falls,Waterfall,Unknown,1,4.5,0,No,Open All Days,Nature,Yes,0.01,Morning,23.1262738,79.8075411,"['Resort Palm Pair (Rating: 4.1, Reviews: 87, Address: opp. Bandar koodni, Resort Palm Pair, opp. Bandar koodni, Gwari Road, Jabalpur)', 'Vrindavan Gopala Resort (Rating: 4.2, Reviews: 502, Address: Opposit side waterfall, Gwari Road)', 'Hotel River View (Rating: 3.4, Reviews: 136, Address: Building No 3, Waterfall Road, Bheraghat, Jabalpur)']","['Vrindavan Gopala Resort (Rating: 4.2, Reviews: 502, Address: Opposit side waterfall, Gwari Road)', 'YADAV RESTAURANT (Rating: 5, Reviews: 1, Address: 4RH4+5PR, Bhedaghat)', 'Shani Bhojanalay And Restaurent (Rating: 2.4, Reviews: 5, Address: 4RH4+5PR, Jabalpur)']","['Pachmatha Mandir (Rating: 4.4, Reviews: 63, Address: 4QJX+JVV, Bhedaghat)', 'Bhedaghat Picture Point (Rating: 4.6, Reviews: 5, Address: 4RH5+33M, Bhedaghat)', 'View Point, Marble Valley (Rating: 4.6, Reviews: 125, Address: 4RF3+R22, Gwari Road, Dudwara)']","['Bhedaghat Souvenir Market (Rating: 4.3, Reviews: 7, Address: 4RH5+4CQ, Jabalpur)', 'SHIVAM PROVISION (Rating: 3.7, Reviews: 19, Address: Bhedaghat)', ""omeya Shop & Plot's (Rating: 5, Reviews: 7, Address: 4VH4+22G, Lamheta Road, Choukital, Jabalpur)""]"
Central,Madhya Pradesh,Pachmarhi,Bee Falls,Waterfall,Unknown,1.5,4.6,15,No,Open All Days,Nature,Yes,0.065,Morning,22.4750994,78.4072546,"['TBT Budget Stays (Rating: N/A, Reviews: 0, Address: FC7G+3QR, Mahadeo Road, Pachmarhi)', 'Hotel Pachmarhi (Rating: 4.1, Reviews: 1107, Address: Patel Road, Pachmarhi)', 'OYO Hotel Abhilasha (Rating: 3.5, Reviews: 108, Address: Jawahar Chowk, Pachmarhi)']","['Hotel Pachmarhi (Rating: 4.1, Reviews: 1107, Address: Patel Road, Pachmarhi)', 'Hotel Utkarsh and Restaurant Pachmarhi (Rating: 3.6, Reviews: 352, Address: Shubhas Road, Pachmarhi)', 'Nandanvan restaurant (Rating: 3.3, Reviews: 1080, Address: FC7F+WWH, 7 square, Pachmarhi)']","['Jatashankar Temple, Pachmari (Rating: 4.6, Reviews: 2581, Address: FCJQ+QR9, Jatashankar Road, Pachmarhi)', 'Bee Falls (Rating: 4.6, Reviews: 5758, Address: Pachmarhi)', 'Amba Temple (Rating: 4.6, Reviews: 189, Address: FCQX+7WV, SH 19A, Pachmarhi Cantt)']","['Govt. plant nursery and seasonal flower seed (Rating: 4.6, Reviews: 5, Address: FC7G+4MV, Mahadeo Road, Pachmarhi)', 'Hakimi Flour Mill Kirana Electrical Home Amplinecess Masynary Tools repearing Center (Rating: 5, Reviews: 2, Address: Shubhas Road, Pachmarhi)', 'Dao Market (Rating: 5, Reviews: 11, Address: FCGP+3CP, Pachmarhi)']"
Central,Madhya Pradesh,Kanha,Kanha National Park,Wildlife Sanctuary,1955,3,4.5,100,No,Open All Days,Wildlife,Yes,0.1,Morning,22.2815606,80.6181218,[],"['Spice - Club Mahindra Kanha Resort, Madhya Pradesh (Rating: 4.8, Reviews: 8, Address: Club Mahindra Kanha Resort, Survey no 277, 278/2 & 283 Mocha Village Bichiya Taluk, Distt, Kanha)']","['Kanha Tiger Reserve (Rating: 4.5, Reviews: 9865, Address: Madhya Pradesh)', 'Kanha Museum (Rating: 4.5, Reviews: 72, Address: 7JM9+3W4, Mandla)']",[]
Central,Madhya Pradesh,Bandhavgarh,Bandhavgarh National Park,National Park,1968,3,4.5,50,No,Open All Days,Wildlife,Yes,0.05,Morning,22.9734229,78.6568942,"['Vinod kanel (Rating: N/A, Reviews: 0, Address: Limbee post, Ajanda)', 'Naresh kirana story (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)', 'SHELU CHOUHAN (Rating: N/A, Reviews: 0, Address: Chouhan ji)']","['Sashank Dwivedi (Rating: N/A, Reviews: 0, Address: Village, post, tala)', 'होटल सांवरा फैमेली रेस्टोरेंट (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, मानगढ़ चौराहा, फोर लाइन)', 'गोलू बृजवासी होटल (Rating: N/A, Reviews: 0, Address: ऐ बी रोड\u200c, काचरी, ब्याबरा)']","['Ramdhani Prajapati (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)', 'Harilal kushwah (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)', 'Devendra lodhi (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)']","['Prabhakar kirana store (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)', 'Yash tailors ladies wear (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Pipariya Khurd)', 'Shankar kirana store (Rating: N/A, Reviews: 0, Address: XMF4+9Q6, Kohivav)']"
Central,Madhya Pradesh,Orchha,Orchha Fort,Fort,1500,1.5,4.8,10,No,Open All Days,Historical,Yes,0.1,Afternoon,25.350675,78.6427026,"['Hotel Monarch Rama (Rating: 3.8, Reviews: 61, Address: Main Road, Near 2nd Gate, Orchha)', 'Hotel Bundelkhand Riverside (Rating: 4.2, Reviews: 2033, Address: Kothi Ghat, Madhya Pradesh State Highway 37, Kothi Ghat, Orchha)', 'Hotel Shivam Palace (Rating: 3.6, Reviews: 61, Address: Near, Ganesh Darwaza, Main Road, Orchha)']","['Hotel Raj Mahal Palace Orchha (Rating: 4.1, Reviews: 2188, Address: near Chandra Shekhar Azad Park, Orchha Jhansi Road, Orchha)', 'Ramraja restaurant & cafe (Rating: 4, Reviews: 274, Address: near The Bridge under the monkey biscuit tree, Ramraja Restaurant Orchha Palace Road, near The Bridge under the monkey biscuit tree, Orchha)', 'ORCHHA HUT RESTAURANT (Rating: 4.5, Reviews: 143, Address: behind RAMRAJA TEMPLE, LAXMI NARAYAN TEMPLE ROAD, KALYAN COLONY, Orchha Jhansi Rd, behind RAMRAJA TEMPLE, Orchha)']","['Historical India Tours & Travels Orchha MP (Rating: 2.2, Reviews: 6, Address: Laxmi Narayan Colony Power House Road,ward No 8 Orchha, Distt, Tikamgarh)', 'Shri Ram Raja Mandir (Rating: 4.7, Reviews: 17328, Address: Survey No, 457, Tikamgarh - Jhansi Road, Marg, Orchha)', 'Jahangir Mahal Orchcha (Rating: 4.5, Reviews: 1144, Address: Paryatan Bhawan, Orchha)']","['RK Gift Center (Rating: 4.9, Reviews: 9, Address: National Highway 539, Orchha)']"
Central,Madhya Pradesh,Mandu,Jahaz Mahal,Site,1500,1,3.9,50,No,Open All Days,Historical,Yes,0.03,Afternoon,22.3556666,75.3931531,"['Mandu Sarai (Rating: 4.1, Reviews: 141, Address: ward no 1, Rupmati road, 73, Mandu Road, Mandav)', 'Malwa Retreat, Mandu (Rating: 3.9, Reviews: 789, Address: near Sada Barrier, Main Road, Mandav)', 'Jahaj Mahal Hotel Mandu (Rating: 4.1, Reviews: 735, Address: Rani Roopmati Road, Sagar Lake, Mandav)']","['Tamanna restaurant (Rating: 2, Reviews: 2, Address: 993V+CC2, Jahaj Mahal Internal Road, Mandu, Mandav)', 'Shree maya Restourent (Rating: 4.3, Reviews: 8, Address: Jahaj Mahal Internal Road, Mandu, Mandav)', 'साँई बाबा रेस्टोरेन्ट (Rating: 5, Reviews: 1, Address: 993V+4CM, Jahaj Mahal Internal Road, Mandu, Mandav)']","['Jahaz Mahal (Rating: 4.5, Reviews: 9883, Address: Jahaj Mahal, Jahaj Mahal Internal Road, Sulibardi)', 'Hindola Mahal (Rating: 4.5, Reviews: 372, Address: 994V+P5F, Sulibardi)', ""Gadashah's Palace (Rating: 4, Reviews: 10, Address: 994V+JMX, Sulibardi)""]","['Neelkanth Kirana & General Store Mandu (Rating: 5, Reviews: 5, Address: Mandav)']"
Central,Madhya Pradesh,Bhimbetka,Bhimbetka Rock Shelters,Prehistoric Site,1958,2,4.6,25,No,Open All Days,Archaeological,Yes,0.07,Afternoon,22.9395461,77.6124331,"['Jagmeet Farm (Rating: 4.9, Reviews: 36, Address: XJ3C+73, Bhaiyapur)', 'MPT Highway Treat, Bhimbetka (Rating: 3.9, Reviews: 1504, Address: Bhaiyapur)', 'Jagmeet Dhaba (Rating: 4.1, Reviews: 1260, Address: National Highway 69, Bhaiyapur)']","['Jagmeet Farm (Rating: 4.9, Reviews: 36, Address: XJ3C+73, Bhaiyapur)', 'शा. प्राथमिक शाला भियाँपुर (Rating: N/A, Reviews: 0, Address: India)', 'MPT Highway Treat, Bhimbetka (Rating: 3.9, Reviews: 1504, Address: Bhaiyapur)']","['Bhimbetka rock shelters (Rating: 4.6, Reviews: 8509, Address: Madhya Pradesh)', 'High point (Rating: 3, Reviews: 4, Address: WJP6+WMG, Bhaiyapur)', 'Bheembetka View Point (Rating: 4.1, Reviews: 9, Address: WJQ9+V3, Bhaiyapur)']",[]
